#RIC,Date[L],Time[L],Type,Qualifiers,Open,High,Low,Last,Volume,Open Interest,Settle,Data Source
RIC.AX,20-MAY-2015,,End Of Day,,1.12,1.13,1.117,1.125,144553,,,Verified
RIC.AX,21-MAY-2015,,End Of Day,,1.13,1.13,1.105,1.12,82299,,,Verified
RIC.AX,22-MAY-2015,,End Of Day,,1.125,1.13,1.115,1.13,167736,,,Verified
RIC.AX,23-MAY-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,24-MAY-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,25-MAY-2015,,End Of Day,,1.13,1.16,1.13,1.14,321481,,,Verified
RIC.AX,26-MAY-2015,,End Of Day,,1.16,1.195,1.16,1.17,507219,,,Verified
RIC.AX,27-MAY-2015,,End Of Day,,1.165,1.195,1.165,1.195,232970,,,Verified
RIC.AX,28-MAY-2015,,End Of Day,,1.19,1.19,1.185,1.185,78036,,,Verified
RIC.AX,29-MAY-2015,,End Of Day,,1.185,1.207,1.185,1.19,168293,,,Verified
RIC.AX,30-MAY-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,31-MAY-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,01-JUN-2015,,End Of Day,,1.19,1.215,1.17,1.19,614978,,,Verified
RIC.AX,02-JUN-2015,,End Of Day,,1.19,1.195,1.17,1.18,549773,,,Verified
RIC.AX,03-JUN-2015,,End Of Day,,1.18,1.19,1.14,1.18,267071,,,Verified
RIC.AX,04-JUN-2015,,End Of Day,,1.19,1.19,1.16,1.165,264016,,,Verified
RIC.AX,05-JUN-2015,,End Of Day,,1.17,1.175,1.13,1.16,190996,,,Verified
RIC.AX,06-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,07-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,08-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,09-JUN-2015,,End Of Day,,1.14,1.155,1.14,1.15,146848,,,Verified
RIC.AX,10-JUN-2015,,End Of Day,,1.155,1.175,1.14,1.165,130846,,,Verified
RIC.AX,11-JUN-2015,,End Of Day,,1.185,1.24,1.18,1.24,1911301,,,Verified
RIC.AX,12-JUN-2015,,End Of Day,,1.24,1.25,1.21,1.22,277637,,,Verified
RIC.AX,13-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,14-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,15-JUN-2015,,End Of Day,,1.21,1.22,1.205,1.21,61668,,,Verified
RIC.AX,16-JUN-2015,,End Of Day,,1.2,1.205,1.185,1.185,148397,,,Verified
RIC.AX,17-JUN-2015,,End Of Day,,1.18,1.185,1.145,1.16,358287,,,Verified
RIC.AX,18-JUN-2015,,End Of Day,,1.175,1.215,1.17,1.21,205035,,,Verified
RIC.AX,19-JUN-2015,,End Of Day,,1.205,1.235,1.17,1.235,250707,,,Verified
RIC.AX,20-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,21-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,22-JUN-2015,,End Of Day,,1.23,1.235,1.195,1.195,68063,,,Verified
RIC.AX,23-JUN-2015,,End Of Day,,1.23,1.24,1.2,1.2,111303,,,Verified
RIC.AX,24-JUN-2015,,End Of Day,,1.23,1.23,1.185,1.2,172487,,,Verified
RIC.AX,25-JUN-2015,,End Of Day,,1.22,1.22,1.2,1.215,90458,,,Verified
RIC.AX,26-JUN-2015,,End Of Day,,1.215,1.24,1.192,1.24,289385,,,Verified
RIC.AX,27-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,28-JUN-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,29-JUN-2015,,End Of Day,,1.24,1.24,1.202,1.24,146708,,,Verified
RIC.AX,30-JUN-2015,,End Of Day,,1.22,1.25,1.22,1.25,544262,,,Verified
RIC.AX,01-JUL-2015,,End Of Day,,1.23,1.32,1.225,1.27,3729097,,,Verified
RIC.AX,02-JUL-2015,,End Of Day,,1.31,1.31,1.28,1.29,481702,,,Verified
RIC.AX,03-JUL-2015,,End Of Day,,1.27,1.285,1.26,1.26,94333,,,Verified
RIC.AX,04-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,05-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,06-JUL-2015,,End Of Day,,1.25,1.275,1.24,1.275,160044,,,Verified
RIC.AX,07-JUL-2015,,End Of Day,,1.28,1.285,1.245,1.25,70031,,,Verified
RIC.AX,08-JUL-2015,,End Of Day,,1.245,1.272,1.245,1.265,86974,,,Verified
RIC.AX,09-JUL-2015,,End Of Day,,1.245,1.265,1.245,1.255,248865,,,Verified
RIC.AX,10-JUL-2015,,End Of Day,,1.245,1.29,1.245,1.29,90369,,,Verified
RIC.AX,11-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,12-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,13-JUL-2015,,End Of Day,,1.3,1.3,1.28,1.3,161314,,,Verified
RIC.AX,14-JUL-2015,,End Of Day,,1.3,1.31,1.28,1.295,6994258,,,Verified
RIC.AX,15-JUL-2015,,End Of Day,,1.315,1.35,1.295,1.35,392788,,,Verified
RIC.AX,16-JUL-2015,,End Of Day,,1.34,1.35,1.32,1.33,168631,,,Verified
RIC.AX,17-JUL-2015,,End Of Day,,1.345,1.35,1.27,1.27,425715,,,Verified
RIC.AX,18-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,19-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,20-JUL-2015,,End Of Day,,1.29,1.3,1.275,1.29,400322,,,Verified
RIC.AX,21-JUL-2015,,End Of Day,,1.305,1.305,1.26,1.265,153194,,,Verified
RIC.AX,22-JUL-2015,,End Of Day,,1.275,1.32,1.26,1.32,485484,,,Verified
RIC.AX,23-JUL-2015,,End Of Day,,1.325,1.33,1.315,1.33,186028,,,Verified
RIC.AX,24-JUL-2015,,End Of Day,,1.33,1.347,1.32,1.33,140696,,,Verified
RIC.AX,25-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,26-JUL-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,27-JUL-2015,,End Of Day,,1.35,1.37,1.345,1.36,377211,,,Verified
RIC.AX,28-JUL-2015,,End Of Day,,1.365,1.365,1.33,1.33,126896,,,Verified
RIC.AX,29-JUL-2015,,End Of Day,,1.345,1.355,1.315,1.355,79152,,,Verified
RIC.AX,30-JUL-2015,,End Of Day,,1.36,1.38,1.35,1.37,301091,,,Verified
RIC.AX,31-JUL-2015,,End Of Day,,1.365,1.38,1.35,1.35,396884,,,Verified
RIC.AX,01-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,02-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,03-AUG-2015,,End Of Day,,1.38,1.395,1.33,1.355,840077,,,Verified
RIC.AX,04-AUG-2015,,End Of Day,,1.335,1.345,1.32,1.34,182296,,,Verified
RIC.AX,05-AUG-2015,,End Of Day,,1.335,1.36,1.325,1.36,516742,,,Verified
RIC.AX,06-AUG-2015,,End Of Day,,1.38,1.38,1.335,1.345,79404,,,Verified
RIC.AX,07-AUG-2015,,End Of Day,,1.34,1.34,1.295,1.31,582498,,,Verified
RIC.AX,08-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,09-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,10-AUG-2015,,End Of Day,,1.3,1.345,1.295,1.31,682373,,,Verified
RIC.AX,11-AUG-2015,,End Of Day,,1.33,1.33,1.285,1.295,162445,,,Verified
RIC.AX,12-AUG-2015,,End Of Day,,1.28,1.29,1.21,1.245,330282,,,Verified
RIC.AX,13-AUG-2015,,End Of Day,,1.25,1.275,1.25,1.265,120941,,,Verified
RIC.AX,14-AUG-2015,,End Of Day,,1.265,1.275,1.25,1.265,102378,,,Verified
RIC.AX,15-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,16-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,17-AUG-2015,,End Of Day,,1.265,1.28,1.265,1.265,59149,,,Verified
RIC.AX,18-AUG-2015,,End Of Day,,1.285,1.285,1.245,1.245,111149,,,Verified
RIC.AX,19-AUG-2015,,End Of Day,,1.245,1.29,1.245,1.29,162277,,,Verified
RIC.AX,20-AUG-2015,,End Of Day,,1.29,1.29,1.23,1.25,337549,,,Verified
RIC.AX,21-AUG-2015,,End Of Day,,1.235,1.26,1.21,1.25,559972,,,Verified
RIC.AX,22-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,23-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,24-AUG-2015,,End Of Day,,1.215,1.24,1.215,1.225,267698,,,Verified
RIC.AX,25-AUG-2015,,End Of Day,,1.22,1.235,1.21,1.22,303356,,,Verified
RIC.AX,26-AUG-2015,,End Of Day,,1.225,1.225,1.21,1.225,149357,,,Verified
RIC.AX,27-AUG-2015,,End Of Day,,1.22,1.23,1.205,1.205,324745,,,Verified
RIC.AX,28-AUG-2015,,End Of Day,,1.16,1.225,1.155,1.225,292944,,,Verified
RIC.AX,29-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,30-AUG-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,31-AUG-2015,,End Of Day,,1.18,1.25,1.18,1.25,186426,,,Verified
RIC.AX,01-SEP-2015,,End Of Day,,1.21,1.245,1.18,1.205,197237,,,Verified
RIC.AX,02-SEP-2015,,End Of Day,,1.18,1.25,1.18,1.25,204824,,,Verified
RIC.AX,03-SEP-2015,,End Of Day,,1.21,1.22,1.2,1.2,277677,,,Verified
RIC.AX,04-SEP-2015,,End Of Day,,1.2,1.22,1.2,1.22,133287,,,Verified
RIC.AX,05-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,06-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,07-SEP-2015,,End Of Day,,1.215,1.215,1.2,1.215,56695,,,Verified
RIC.AX,08-SEP-2015,,End Of Day,,1.21,1.22,1.195,1.22,388074,,,Verified
RIC.AX,09-SEP-2015,,End Of Day,,1.22,1.25,1.22,1.25,112212,,,Verified
RIC.AX,10-SEP-2015,,End Of Day,,1.25,1.3,1.245,1.29,186168,,,Verified
RIC.AX,11-SEP-2015,,End Of Day,,1.295,1.32,1.287,1.31,172125,,,Verified
RIC.AX,12-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,13-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,14-SEP-2015,,End Of Day,,1.32,1.33,1.31,1.31,651264,,,Verified
RIC.AX,15-SEP-2015,,End Of Day,,1.31,1.32,1.29,1.29,282434,,,Verified
RIC.AX,16-SEP-2015,,End Of Day,,1.31,1.32,1.28,1.32,128335,,,Verified
RIC.AX,17-SEP-2015,,End Of Day,,1.3,1.32,1.27,1.27,86283,,,Verified
RIC.AX,18-SEP-2015,,End Of Day,,1.27,1.32,1.27,1.32,102822,,,Verified
RIC.AX,19-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,20-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,21-SEP-2015,,End Of Day,,1.31,1.33,1.295,1.31,70657,,,Verified
RIC.AX,22-SEP-2015,,End Of Day,,1.28,1.31,1.28,1.31,16043,,,Verified
RIC.AX,23-SEP-2015,,End Of Day,,1.31,1.31,1.275,1.305,37135,,,Verified
RIC.AX,24-SEP-2015,,End Of Day,,1.27,1.305,1.25,1.28,75356,,,Verified
RIC.AX,25-SEP-2015,,End Of Day,,1.28,1.31,1.27,1.31,61577,,,Verified
RIC.AX,26-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,27-SEP-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,28-SEP-2015,,End Of Day,,1.305,1.32,1.3,1.305,101676,,,Verified
RIC.AX,29-SEP-2015,,End Of Day,,1.29,1.32,1.275,1.32,216971,,,Verified
RIC.AX,30-SEP-2015,,End Of Day,,1.28,1.31,1.28,1.295,132518,,,Verified
RIC.AX,01-OCT-2015,,End Of Day,,1.3,1.315,1.3,1.305,40146,,,Verified
RIC.AX,02-OCT-2015,,End Of Day,,1.305,1.31,1.3,1.31,14298,,,Verified
RIC.AX,03-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,04-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,05-OCT-2015,,End Of Day,,1.31,1.31,1.3,1.3,41040,,,Verified
RIC.AX,06-OCT-2015,,End Of Day,,1.31,1.32,1.3,1.305,171178,,,Verified
RIC.AX,07-OCT-2015,,End Of Day,,1.31,1.325,1.305,1.305,233844,,,Verified
RIC.AX,08-OCT-2015,,End Of Day,,1.32,1.32,1.295,1.305,94990,,,Verified
RIC.AX,09-OCT-2015,,End Of Day,,1.31,1.34,1.305,1.325,171069,,,Verified
RIC.AX,10-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,11-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,12-OCT-2015,,End Of Day,,1.335,1.365,1.335,1.365,157790,,,Verified
RIC.AX,13-OCT-2015,,End Of Day,,1.36,1.367,1.34,1.345,85256,,,Verified
RIC.AX,14-OCT-2015,,End Of Day,,1.345,1.355,1.3,1.32,178847,,,Verified
RIC.AX,15-OCT-2015,,End Of Day,,1.315,1.325,1.307,1.32,104745,,,Verified
RIC.AX,16-OCT-2015,,End Of Day,,1.33,1.36,1.325,1.325,80383,,,Verified
RIC.AX,17-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,18-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,19-OCT-2015,,End Of Day,,1.325,1.38,1.325,1.355,279269,,,Verified
RIC.AX,20-OCT-2015,,End Of Day,,1.355,1.36,1.325,1.325,67645,,,Verified
RIC.AX,21-OCT-2015,,End Of Day,,1.325,1.34,1.305,1.32,4001789,,,Verified
RIC.AX,22-OCT-2015,,End Of Day,,1.3,1.3,1.24,1.25,402616,,,Verified
RIC.AX,23-OCT-2015,,End Of Day,,1.28,1.32,1.275,1.32,254993,,,Verified
RIC.AX,24-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,25-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,26-OCT-2015,,End Of Day,,1.33,1.33,1.295,1.31,137032,,,Verified
RIC.AX,27-OCT-2015,,End Of Day,,1.3,1.325,1.3,1.315,104666,,,Verified
RIC.AX,28-OCT-2015,,End Of Day,,1.315,1.34,1.31,1.335,578888,,,Verified
RIC.AX,29-OCT-2015,,End Of Day,,1.31,1.335,1.3,1.3,134336,,,Verified
RIC.AX,30-OCT-2015,,End Of Day,,1.3,1.34,1.3,1.31,56283,,,Verified
RIC.AX,31-OCT-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,01-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,02-NOV-2015,,End Of Day,,1.335,1.335,1.3,1.335,147102,,,Verified
RIC.AX,03-NOV-2015,,End Of Day,,1.315,1.315,1.295,1.3,141708,,,Verified
RIC.AX,04-NOV-2015,,End Of Day,,1.305,1.325,1.28,1.29,189438,,,Verified
RIC.AX,05-NOV-2015,,End Of Day,,1.29,1.305,1.29,1.3,22370,,,Verified
RIC.AX,06-NOV-2015,,End Of Day,,1.305,1.32,1.3,1.32,297241,,,Verified
RIC.AX,07-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,08-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,09-NOV-2015,,End Of Day,,1.32,1.35,1.315,1.34,994528,,,Verified
RIC.AX,10-NOV-2015,,End Of Day,,1.33,1.37,1.33,1.37,707144,,,Verified
RIC.AX,11-NOV-2015,,End Of Day,,1.36,1.42,1.36,1.41,1321548,,,Verified
RIC.AX,12-NOV-2015,,End Of Day,,1.42,1.44,1.415,1.44,641524,,,Verified
RIC.AX,13-NOV-2015,,End Of Day,,1.44,1.445,1.42,1.435,237022,,,Verified
RIC.AX,14-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,15-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,16-NOV-2015,,End Of Day,,1.435,1.445,1.425,1.43,252368,,,Verified
RIC.AX,17-NOV-2015,,End Of Day,,1.435,1.48,1.435,1.465,1045300,,,Verified
RIC.AX,18-NOV-2015,,End Of Day,,1.495,1.5,1.465,1.485,882013,,,Verified
RIC.AX,19-NOV-2015,,End Of Day,,1.485,1.495,1.465,1.495,2946821,,,Verified
RIC.AX,20-NOV-2015,,End Of Day,,1.49,1.5,1.475,1.5,555757,,,Verified
RIC.AX,21-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,22-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,23-NOV-2015,,End Of Day,,1.49,1.6,1.485,1.54,517420,,,Verified
RIC.AX,24-NOV-2015,,End Of Day,,1.55,1.62,1.52,1.605,2281186,,,Verified
RIC.AX,25-NOV-2015,,End Of Day,,1.605,1.605,1.59,1.6,831903,,,Verified
RIC.AX,26-NOV-2015,,End Of Day,,1.605,1.61,1.59,1.6,578618,,,Verified
RIC.AX,27-NOV-2015,,End Of Day,,1.59,1.615,1.565,1.59,188789,,,Verified
RIC.AX,28-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,29-NOV-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,30-NOV-2015,,End Of Day,,1.585,1.64,1.58,1.64,623664,,,Verified
RIC.AX,01-DEC-2015,,End Of Day,,1.64,1.67,1.61,1.64,2115299,,,Verified
RIC.AX,02-DEC-2015,,End Of Day,,1.645,1.655,1.63,1.645,535306,,,Verified
RIC.AX,03-DEC-2015,,End Of Day,,1.64,1.68,1.635,1.675,370971,,,Verified
RIC.AX,04-DEC-2015,,End Of Day,,1.675,1.675,1.61,1.62,234904,,,Verified
RIC.AX,05-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,06-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,07-DEC-2015,,End Of Day,,1.67,1.68,1.645,1.68,362297,,,Verified
RIC.AX,08-DEC-2015,,End Of Day,,1.675,1.675,1.635,1.635,391121,,,Verified
RIC.AX,09-DEC-2015,,End Of Day,,1.615,1.63,1.61,1.615,240228,,,Verified
RIC.AX,10-DEC-2015,,End Of Day,,1.6,1.615,1.565,1.61,395976,,,Verified
RIC.AX,11-DEC-2015,,End Of Day,,1.585,1.62,1.585,1.59,343239,,,Verified
RIC.AX,12-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,13-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,14-DEC-2015,,End Of Day,,1.57,1.6,1.565,1.59,400053,,,Verified
RIC.AX,15-DEC-2015,,End Of Day,,1.58,1.61,1.565,1.575,654683,,,Verified
RIC.AX,16-DEC-2015,,End Of Day,,1.575,1.595,1.56,1.56,252576,,,Verified
RIC.AX,17-DEC-2015,,End Of Day,,1.57,1.6,1.52,1.525,418702,,,Verified
RIC.AX,18-DEC-2015,,End Of Day,,1.525,1.525,1.405,1.475,1256086,,,Verified
RIC.AX,19-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,20-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,21-DEC-2015,,End Of Day,,1.44,1.547,1.44,1.52,985980,,,Verified
RIC.AX,22-DEC-2015,,End Of Day,,1.53,1.565,1.515,1.52,809333,,,Verified
RIC.AX,23-DEC-2015,,End Of Day,,1.48,1.56,1.48,1.52,354856,,,Verified
RIC.AX,24-DEC-2015,,End Of Day,,1.51,1.535,1.5,1.52,337745,,,Verified
RIC.AX,25-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,26-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,27-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,28-DEC-2015,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,29-DEC-2015,,End Of Day,,1.55,1.58,1.52,1.55,191302,,,Verified
RIC.AX,30-DEC-2015,,End Of Day,,1.57,1.61,1.55,1.565,343967,,,Verified
RIC.AX,31-DEC-2015,,End Of Day,,1.56,1.56,1.52,1.52,144054,,,Verified
RIC.AX,01-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,02-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,03-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,04-JAN-2016,,End Of Day,,1.52,1.595,1.52,1.585,294442,,,Verified
RIC.AX,05-JAN-2016,,End Of Day,,1.555,1.575,1.53,1.53,283752,,,Verified
RIC.AX,06-JAN-2016,,End Of Day,,1.565,1.565,1.525,1.535,2081233,,,Verified
RIC.AX,07-JAN-2016,,End Of Day,,1.54,1.54,1.51,1.53,313012,,,Verified
RIC.AX,08-JAN-2016,,End Of Day,,1.51,1.51,1.43,1.47,719606,,,Verified
RIC.AX,09-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,10-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,11-JAN-2016,,End Of Day,,1.46,1.47,1.42,1.465,446224,,,Verified
RIC.AX,12-JAN-2016,,End Of Day,,1.43,1.505,1.43,1.45,135177,,,Verified
RIC.AX,13-JAN-2016,,End Of Day,,1.45,1.51,1.43,1.51,362391,,,Verified
RIC.AX,14-JAN-2016,,End Of Day,,1.48,1.48,1.44,1.465,143940,,,Verified
RIC.AX,15-JAN-2016,,End Of Day,,1.48,1.53,1.445,1.51,421449,,,Verified
RIC.AX,16-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,17-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,18-JAN-2016,,End Of Day,,1.51,1.52,1.455,1.475,175141,,,Verified
RIC.AX,19-JAN-2016,,End Of Day,,1.44,1.47,1.435,1.465,277953,,,Verified
RIC.AX,20-JAN-2016,,End Of Day,,1.44,1.52,1.435,1.45,169354,,,Verified
RIC.AX,21-JAN-2016,,End Of Day,,1.445,1.445,1.4,1.435,291840,,,Verified
RIC.AX,22-JAN-2016,,End Of Day,,1.46,1.46,1.415,1.44,221284,,,Verified
RIC.AX,23-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,24-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,25-JAN-2016,,End Of Day,,1.45,1.46,1.425,1.435,159780,,,Verified
RIC.AX,26-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,27-JAN-2016,,End Of Day,,1.435,1.445,1.355,1.445,405189,,,Verified
RIC.AX,28-JAN-2016,,End Of Day,,1.405,1.435,1.39,1.435,169666,,,Verified
RIC.AX,29-JAN-2016,,End Of Day,,1.44,1.49,1.435,1.475,545729,,,Verified
RIC.AX,30-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,31-JAN-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,01-FEB-2016,,End Of Day,,1.475,1.475,1.415,1.42,346120,,,Verified
RIC.AX,02-FEB-2016,,End Of Day,,1.44,1.475,1.42,1.465,223086,,,Verified
RIC.AX,03-FEB-2016,,End Of Day,,1.45,1.45,1.42,1.42,450539,,,Verified
RIC.AX,04-FEB-2016,,End Of Day,,1.42,1.425,1.415,1.42,363102,,,Verified
RIC.AX,05-FEB-2016,,End Of Day,,1.42,1.43,1.4,1.43,216457,,,Verified
RIC.AX,06-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,07-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,08-FEB-2016,,End Of Day,,1.43,1.43,1.39,1.39,309506,,,Verified
RIC.AX,09-FEB-2016,,End Of Day,,1.4,1.405,1.355,1.37,158201,,,Verified
RIC.AX,10-FEB-2016,,End Of Day,,1.37,1.37,1.28,1.3,564525,,,Verified
RIC.AX,11-FEB-2016,,End Of Day,,1.28,1.375,1.28,1.37,290003,,,Verified
RIC.AX,12-FEB-2016,,End Of Day,,1.37,1.37,1.35,1.35,402066,,,Verified
RIC.AX,13-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,14-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,15-FEB-2016,,End Of Day,,1.355,1.39,1.35,1.35,210156,,,Verified
RIC.AX,16-FEB-2016,,End Of Day,,1.365,1.42,1.355,1.39,736091,,,Verified
RIC.AX,17-FEB-2016,,End Of Day,,1.42,1.42,1.36,1.38,787019,,,Verified
RIC.AX,18-FEB-2016,,End Of Day,,1.36,1.425,1.357,1.41,1141255,,,Verified
RIC.AX,19-FEB-2016,,End Of Day,,1.39,1.41,1.38,1.405,152961,,,Verified
RIC.AX,20-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,21-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,22-FEB-2016,,End Of Day,,1.395,1.41,1.395,1.41,283382,,,Verified
RIC.AX,23-FEB-2016,,End Of Day,,1.395,1.462,1.395,1.455,468510,,,Verified
RIC.AX,24-FEB-2016,,End Of Day,,1.425,1.47,1.407,1.42,438234,,,Verified
RIC.AX,25-FEB-2016,,End Of Day,,1.425,1.445,1.405,1.42,483841,,,Verified
RIC.AX,26-FEB-2016,,End Of Day,,1.42,1.425,1.375,1.385,273047,,,Verified
RIC.AX,27-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,28-FEB-2016,,End Of Day,No Trades,,,,,,,,Verified
RIC.AX,29-FEB-2016,,End Of Day,,1.38,1.392,1.37,1.385,822205,,,Verified
RIC.AX,01-MAR-2016,,End Of Day,,1.4,1.415,1.305,1.305,356115,,,Verified
RIC.AX,02-MAR-2016,,End Of Day,,1.34,1.34,1.295,1.33,415759,,,Verified
RIC.AX,03-MAR-2016,,End Of Day,,1.33,1.342,1.315,1.325,481506,,,Verified
RIC.AX,04-MAR-2016,,End Of Day,,1.325,1.34,1.315,1.34,348614,,,Verified
TGR.AX,01-JAN-2015,,End Of Day,No Trades,,,,,,,,Verified
TGR.AX,02-JAN-2015,,End Of Day,,3.91,3.93,3.87,3.91,104904,,,Verified
TGR.AX,03-JAN-2015,,End Of Day,No Trades,,,,,,,,Verified
TGR.AX,04-JAN-2015,,End Of Day,No Trades,,,,,,,,Verified
TGR.AX,05-JAN-2015,,End Of Day,,3.9,3.98,3.88,3.98,382658,,,Verified
TGR.AX,06-JAN-2015,,End Of Day,,3.94,3.94,3.86,3.89,270578,,,Verified
TGR.AX,07-JAN-2015,,End Of Day,,3.86,3.865,3.76,3.81,370370,,,Verified
TGR.AX,08-JAN-2015,,End Of Day,,3.81,3.84,3.8,3.84,231101,,,Verified
TGR.AX,09-JAN-2015,,End Of Day,,3.84,3.9,3.82,3.9,255346,,,Verified
TGR.AX,10-JAN-2015,,End Of Day,No Trades,,,,,,,,Verified
TGR.AX,11-JAN-2015,,End Of Day,No Trades,,,,,,,,Verified
TGR.AX,12-JAN-2015,,End Of Day,,3.9,3.93,3.89,3.9,145016,,,Verified
TGR.AX,13-JAN-2015,,End Of Day,,3.8,3.82,3.65,3.71,859532,,,Verified
